time_hr,T_simulated_C,T_reference_C,dT_cooling_K,Q_total_W,Q_evap_W,Q_conv_W
20.8167,-5.0,22.873,27.873,1631.44,1631.44,0.0
20.8333,-5.0,22.867,27.867,1631.44,1631.44,0.0
20.85,-5.0,22.86,27.86,1631.44,1631.44,0.0
20.8667,-5.0,22.853,27.853,1631.44,1631.44,0.0
20.8833,-5.0,22.847,27.847,1631.44,1631.44,0.0
20.9,-5.0,22.84,27.84,1631.44,1631.44,0.0
20.9167,-5.0,22.833,27.833,1631.44,1631.44,0.0
20.9333,-5.0,22.827,27.827,1631.44,1631.44,0.0
20.95,-5.0,22.82,27.82,1631.44,1631.44,0.0
20.9667,-5.0,22.813,27.813,1631.44,1631.44,0.0
20.9833,-5.0,22.807,27.807,1631.44,1631.44,0.0
21.0,-5.0,22.8,27.8,1631.44,1631.44,0.0
21.0167,-5.0,22.793,27.793,1631.44,1631.44,0.0
21.0333,-5.0,22.787,27.787,1631.44,1631.44,0.0
21.05,-5.0,22.78,27.78,1631.44,1631.44,0.0
21.0667,-5.0,22.773,27.773,1631.44,1631.44,0.0
21.0833,-5.0,22.767,27.767,1631.44,1631.44,0.0
21.1,-5.0,22.76,27.76,1631.44,1631.44,0.0
21.1167,-5.0,22.753,27.753,1631.44,1631.44,0.0
21.1333,-5.0,22.747,27.747,1631.44,1631.44,0.0
21.15,-5.0,22.74,27.74,1631.44,1631.44,0.0
21.1667,-5.0,22.733,27.733,1631.44,1631.44,0.0
21.1833,-5.0,22.727,27.727,1631.44,1631.44,0.0
21.2,-5.0,22.72,27.72,1631.44,1631.44,0.0
21.2167,-5.0,22.713,27.713,1631.44,1631.44,0.0
21.2333,-5.0,22.707,27.707,1631.44,1631.44,0.0
21.25,-5.0,22.7,27.7,1631.44,1631.44,0.0
21.2667,-5.0,22.693,27.693,1631.44,1631.44,0.0
21.2833,-5.0,22.687,27.687,1631.44,1631.44,0.0
21.3,-5.0,22.68,27.68,1631.44,1631.44,0.0
21.3167,-5.0,22.673,27.673,1631.44,1631.44,0.0
21.3333,-5.0,22.667,27.667,1631.44,1631.44,0.0
21.35,-5.0,22.66,27.66,1631.44,1631.44,0.0
21.3667,-5.0,22.653,27.653,1631.44,1631.44,0.0
21.3833,-5.0,22.647,27.647,1631.44,1631.44,0.0
21.4,-5.0,22.64,27.64,1631.44,1631.44,0.0
21.4167,-5.0,22.633,27.633,1631.44,1631.44,0.0
21.4333,-5.0,22.627,27.627,1631.44,1631.44,0.0
21.45,-5.0,22.62,27.62,1631.44,1631.44,0.0
21.4667,-5.0,22.613,27.613,1631.44,1631.44,0.0
21.4833,-5.0,22.607,27.607,1631.44,1631.44,0.0
21.5,-5.0,22.6,27.6,1631.44,1631.44,0.0
21.5167,-5.0,22.593,27.593,1631.44,1631.44,0.0
21.5333,-5.0,22.587,27.587,1631.44,1631.44,0.0
21.55,-5.0,22.58,27.58,1631.44,1631.44,0.0
21.5667,-5.0,22.573,27.573,1631.44,1631.44,0.0
21.5833,-5.0,22.567,27.567,1631.44,1631.44,0.0
21.6,-5.0,22.56,27.56,1631.44,1631.44,0.0
21.6167,-5.0,22.553,27.553,1631.44,1631.44,0.0
21.6333,-5.0,22.547,27.547,1631.44,1631.44,0.0
21.65,-5.0,22.54,27.54,1631.44,1631.44,0.0
21.6667,-5.0,22.533,27.533,1631.44,1631.44,0.0
21.6833,-5.0,22.527,27.527,1631.44,1631.44,0.0
21.7,-5.0,22.52,27.52,1631.44,1631.44,0.0
21.7167,-5.0,22.513,27.513,1631.44,1631.44,0.0
21.7333,-5.0,22.507,27.507,1631.44,1631.44,0.0
21.75,-5.0,22.5,27.5,1631.44,1631.44,0.0
21.7667,-5.0,22.493,27.493,1631.44,1631.44,0.0
21.7833,-5.0,22.487,27.487,1631.44,1631.44,0.0
21.8,-5.0,22.48,27.48,1631.44,1631.44,0.0
21.8167,-5.0,22.473,27.473,1631.44,1631.44,0.0
21.8333,-5.0,22.467,27.467,1631.44,1631.44,0.0
21.85,-5.0,22.46,27.46,1631.44,1631.44,0.0
21.8667,-5.0,22.453,27.453,1631.44,1631.44,0.0
21.8833,-5.0,22.447,27.447,1631.44,1631.44,0.0
21.9,-5.0,22.44,27.44,1631.44,1631.44,0.0
21.9167,-5.0,22.433,27.433,1631.44,1631.44,0.0
21.9333,-5.0,22.427,27.427,1631.44,1631.44,0.0
21.95,-5.0,22.42,27.42,1631.44,1631.44,0.0
21.9667,-5.0,22.413,27.413,1631.44,1631.44,0.0
21.9833,-5.0,22.407,27.407,1631.44,1631.44,0.0
22.0,-5.0,22.4,27.4,1631.44,1631.44,0.0
22.0167,-5.0,22.395,27.395,1631.44,1631.44,0.0
22.0333,-5.0,22.39,27.39,1631.44,1631.44,0.0
22.05,-5.0,22.385,27.385,1631.44,1631.44,0.0
22.0667,-5.0,22.38,27.38,1631.44,1631.44,0.0
22.0833,-5.0,22.375,27.375,1631.44,1631.44,0.0
22.1,-5.0,22.37,27.37,1631.44,1631.44,0.0
22.1167,-5.0,22.365,27.365,1631.44,1631.44,0.0
22.1333,-5.0,22.36,27.36,1631.44,1631.44,0.0
22.15,-5.0,22.355,27.355,1631.44,1631.44,0.0
22.1667,-5.0,22.35,27.35,1631.44,1631.44,0.0
22.1833,-5.0,22.345,27.345,1631.44,1631.44,0.0
22.2,-5.0,22.34,27.34,1631.44,1631.44,0.0
22.2167,-5.0,22.335,27.335,1631.44,1631.44,0.0
22.2333,-5.0,22.33,27.33,1631.44,1631.44,0.0
22.25,-5.0,22.325,27.325,1631.44,1631.44,0.0
22.2667,-5.0,22.32,27.32,1631.44,1631.44,0.0
22.2833,-5.0,22.315,27.315,1631.44,1631.44,0.0
22.3,-5.0,22.31,27.31,1631.44,1631.44,0.0
22.3167,-5.0,22.305,27.305,1631.44,1631.44,0.0
22.3333,-5.0,22.3,27.3,1631.44,1631.44,0.0
22.35,-5.0,22.295,27.295,1631.44,1631.44,0.0
22.3667,-5.0,22.29,27.29,1631.44,1631.44,0.0
22.3833,-5.0,22.285,27.285,1631.44,1631.44,0.0
22.4,-5.0,22.28,27.28,1631.44,1631.44,0.0
22.4167,-5.0,22.275,27.275,1631.44,1631.44,0.0
22.4333,-5.0,22.27,27.27,1631.44,1631.44,0.0
22.45,-5.0,22.265,27.265,1631.44,1631.44,0.0
22.4667,-5.0,22.26,27.26,1631.44,1631.44,0.0
22.4833,-5.0,22.255,27.255,1631.44,1631.44,0.0
22.5,-5.0,22.25,27.25,1631.44,1631.44,0.0
22.5167,-5.0,22.245,27.245,1631.44,1631.44,0.0
22.5333,-5.0,22.24,27.24,1631.44,1631.44,0.0
22.55,-5.0,22.235,27.235,1631.44,1631.44,0.0
22.5667,-5.0,22.23,27.23,1631.44,1631.44,0.0
22.5833,-5.0,22.225,27.225,1631.44,1631.44,0.0
22.6,-5.0,22.22,27.22,1631.44,1631.44,0.0
22.6167,-5.0,22.215,27.215,1631.44,1631.44,0.0
22.6333,-5.0,22.21,27.21,1631.44,1631.44,0.0
22.65,-5.0,22.205,27.205,1631.44,1631.44,0.0
22.6667,-5.0,22.2,27.2,1631.44,1631.44,0.0
22.6833,-5.0,22.195,27.195,1631.44,1631.44,0.0
22.7,-5.0,22.19,27.19,1631.44,1631.44,0.0
22.7167,-5.0,22.185,27.185,1631.44,1631.44,0.0
22.7333,-5.0,22.18,27.18,1631.44,1631.44,0.0
22.75,-5.0,22.175,27.175,1631.44,1631.44,0.0
22.7667,-5.0,22.17,27.17,1631.44,1631.44,0.0
22.7833,-5.0,22.165,27.165,1631.44,1631.44,0.0
22.8,-5.0,22.16,27.16,1631.44,1631.44,0.0
22.8167,-5.0,22.155,27.155,1631.44,1631.44,0.0
22.8333,-5.0,22.15,27.15,1631.44,1631.44,0.0
22.85,-5.0,22.145,27.145,1631.44,1631.44,0.0
22.8667,-5.0,22.14,27.14,1631.44,1631.44,0.0
22.8833,-5.0,22.135,27.135,1631.44,1631.44,0.0
22.9,-5.0,22.13,27.13,1631.44,1631.44,0.0
22.9167,-5.0,22.125,27.125,1631.44,1631.44,0.0
22.9333,-5.0,22.12,27.12,1631.44,1631.44,0.0
22.95,-5.0,22.115,27.115,1631.44,1631.44,0.0
22.9667,-5.0,22.11,27.11,1631.44,1631.44,0.0
22.9833,-5.0,22.105,27.105,1631.44,1631.44,0.0
23.0,-5.0,22.1,27.1,1631.44,1631.44,0.0
23.0167,-5.0,22.098,27.098,1631.44,1631.44,0.0
23.0333,-5.0,22.097,27.097,1631.44,1631.44,0.0
23.05,-5.0,22.095,27.095,1631.44,1631.44,0.0
23.0667,-5.0,22.093,27.093,1631.44,1631.44,0.0
23.0833,-5.0,22.092,27.092,1631.44,1631.44,0.0
23.1,-5.0,22.09,27.09,1631.44,1631.44,0.0
23.1167,-5.0,22.088,27.088,1631.44,1631.44,0.0
23.1333,-5.0,22.087,27.087,1631.44,1631.44,0.0
23.15,-5.0,22.085,27.085,1631.44,1631.44,0.0
23.1667,-5.0,22.083,27.083,1631.44,1631.44,0.0
23.1833,-5.0,22.082,27.082,1631.44,1631.44,0.0
23.2,-5.0,22.08,27.08,1631.44,1631.44,0.0
23.2167,-5.0,22.078,27.078,1631.44,1631.44,0.0
23.2333,-5.0,22.077,27.077,1631.44,1631.44,0.0
23.25,-5.0,22.075,27.075,1631.44,1631.44,0.0
23.2667,-5.0,22.073,27.073,1631.44,1631.44,0.0
23.2833,-5.0,22.072,27.072,1631.44,1631.44,0.0
23.3,-5.0,22.07,27.07,1631.44,1631.44,0.0
23.3167,-5.0,22.068,27.068,1631.44,1631.44,0.0
23.3333,-5.0,22.067,27.067,1631.44,1631.44,0.0
23.35,-5.0,22.065,27.065,1631.44,1631.44,0.0
23.3667,-5.0,22.063,27.063,1631.44,1631.44,0.0
23.3833,-5.0,22.062,27.062,1631.44,1631.44,0.0
23.4,-5.0,22.06,27.06,1631.44,1631.44,0.0
23.4167,-5.0,22.058,27.058,1631.44,1631.44,0.0
23.4333,-5.0,22.057,27.057,1631.44,1631.44,0.0
23.45,-5.0,22.055,27.055,1631.44,1631.44,0.0
23.4667,-5.0,22.053,27.053,1631.44,1631.44,0.0
23.4833,-5.0,22.052,27.052,1631.44,1631.44,0.0
23.5,-5.0,22.05,27.05,1631.44,1631.44,0.0
23.5167,-5.0,22.048,27.048,1631.44,1631.44,0.0
23.5333,-5.0,22.047,27.047,1631.44,1631.44,0.0
23.55,-5.0,22.045,27.045,1631.44,1631.44,0.0
23.5667,-5.0,22.043,27.043,1631.44,1631.44,0.0
23.5833,-5.0,22.042,27.042,1631.44,1631.44,0.0
23.6,-5.0,22.04,27.04,1631.44,1631.44,0.0
23.6167,-5.0,22.038,27.038,1631.44,1631.44,0.0
23.6333,-5.0,22.037,27.037,1631.44,1631.44,0.0
23.65,-5.0,22.035,27.035,1631.44,1631.44,0.0
23.6667,-5.0,22.033,27.033,1631.44,1631.44,0.0
23.6833,-5.0,22.032,27.032,1631.44,1631.44,0.0
23.7,-5.0,22.03,27.03,1631.44,1631.44,0.0
23.7167,-5.0,22.028,27.028,1631.44,1631.44,0.0
23.7333,-5.0,22.027,27.027,1631.44,1631.44,0.0
23.75,-5.0,22.025,27.025,1631.44,1631.44,0.0
23.7667,-5.0,22.023,27.023,1631.44,1631.44,0.0
23.7833,-5.0,22.022,27.022,1631.44,1631.44,0.0
23.8,-5.0,22.02,27.02,1631.44,1631.44,0.0
23.8167,-5.0,22.018,27.018,1631.44,1631.44,0.0
23.8333,-5.0,22.017,27.017,1631.44,1631.44,0.0
23.85,-5.0,22.015,27.015,1631.44,1631.44,0.0
23.8667,-5.0,22.013,27.013,1631.44,1631.44,0.0
23.8833,-5.0,22.012,27.012,1631.44,1631.44,0.0
23.9,-5.0,22.01,27.01,1631.44,1631.44,0.0
23.9167,-5.0,22.008,27.008,1631.44,1631.44,0.0
23.9333,-5.0,22.007,27.007,1631.44,1631.44,0.0
23.95,-5.0,22.005,27.005,1631.44,1631.44,0.0
23.9667,-5.0,22.003,27.003,1631.44,1631.44,0.0
23.9833,-5.0,22.002,27.002,1631.44,1631.44,0.0
