angle,date,hour,power
38,2024-05-29,11,354.5281503341134
38,2024-05-29,12,324.19001864462194
38,2024-05-29,13,303.95916875511875
38,2024-05-29,14,233.84921413276516
38,2024-05-29,15,184.36940134346963
38,2024-05-29,16,107.39536026016461
38,2024-05-29,17,41.042350455225304
38,2024-05-29,18,5.564619210919944
38,2024-05-29,19,1.4578857686608802
38,2024-05-29,20,0.0
38,2024-05-29,21,0.0
38,2024-05-30,6,311.10683480679444
38,2024-05-30,7,360.58572869995464
38,2024-05-30,8,377.2377280860147
38,2024-05-30,9,372.534558865528
38,2024-05-30,10,373.9575383158506
38,2024-05-30,11,357.89076825373155
38,2024-05-30,12,331.0541541186721
38,2024-05-30,13,282.5729132083413
38,2024-05-30,14,231.58456425940133
38,2024-05-30,15,183.8106103710863
38,2024-05-30,16,108.2160470939711
38,2024-05-30,17,42.939014900873346
38,2024-05-30,18,6.044174506534851
38,2024-05-30,19,1.536681837783405
38,2024-05-30,20,0.0
38,2024-05-30,21,0.0
38,2024-05-31,6,146.774631693462
38,2024-05-31,7,276.84994592891593
38,2024-05-31,8,239.1359290025866
38,2024-05-31,9,315.32609548054927
38,2024-05-31,10,280.5019744569699
38,2024-05-31,11,272.2978168410022
38,2024-05-31,12,161.65355077111474
38,2024-05-31,13,138.8405921449296
38,2024-05-31,14,129.06105331405675
38,2024-05-31,15,148.86297316897065
38,2024-05-31,16,60.53942472495108
38,2024-05-31,17,29.513121284099647
38,2024-05-31,18,7.741219130636247
38,2024-05-31,19,1.5780793041905383
38,2024-05-31,20,0.0
38,2024-05-31,21,0.0
38,2024-06-01,6,237.05899890460043
38,2024-06-01,7,313.6099016571309
38,2024-06-01,8,339.525263343819
38,2024-06-01,9,254.29644795051234
38,2024-06-01,10,212.56805967278117
38,2024-06-01,11,252.9743004795284
38,2024-06-01,12,166.91714791631696
38,2024-06-01,13,118.02125622182413
38,2024-06-01,14,114.04874117594919
38,2024-06-01,15,96.07935977888908
38,2024-06-01,16,54.72484284805663
38,2024-06-01,17,38.11004767094873
38,2024-06-01,18,9.078642769488251
38,2024-06-01,19,2.1354539508563866
38,2024-06-01,20,0.0
38,2024-06-01,21,0.0
38,2024-06-02,6,217.43631626140336
38,2024-06-02,7,318.58055883506006
38,2024-06-02,8,345.7588327870279
38,2024-06-02,9,342.08161425882145
38,2024-06-02,10,352.10756464143725
38,2024-06-02,11,344.79855969409994
38,2024-06-02,12,307.02597363280864
38,2024-06-02,13,195.75552601305228
38,2024-06-02,14,136.90263111919788
38,2024-06-02,15,106.03460197905571
38,2024-06-02,16,93.3414713050373
38,2024-06-02,17,39.929061599984664
38,2024-06-02,18,7.281608524621906
38,2024-06-02,19,1.750602485241779
38,2024-06-02,20,0.0
38,2024-06-02,21,0.0
38,2024-06-03,6,162.0582147640257
38,2024-06-03,7,111.79018300047287
38,2024-06-03,8,145.94005156854325
38,2024-06-03,9,80.69751515864056
38,2024-06-03,10,53.96530020468598
38,2024-06-03,11,160.18469356966153
38,2024-06-03,12,215.25128080041176
38,2024-06-03,13,200.5044770686324
38,2024-06-03,14,147.36084676846943
38,2024-06-03,15,27.832062585526764
38,2024-06-03,16,40.796938277793686
38,2024-06-03,17,12.784517740522357
38,2024-06-03,18,3.2051710639842153
38,2024-06-03,19,0.36350388741169554
38,2024-06-03,20,0.0
38,2024-06-03,21,0.0
38,2024-06-04,6,75.09277581856638
38,2024-06-04,7,74.44072426133867
38,2024-06-04,8,104.4628554840188
38,2024-06-04,9,47.93526151812016
38,2024-06-04,10,64.88617564142459
38,2024-06-04,11,57.76380555284362
38,2024-06-04,12,84.58818485848526
38,2024-06-04,13,176.88294336220872
38,2024-06-04,14,31.275317238819756
38,2024-06-04,15,62.447732139537514
38,2024-06-04,16,24.945485669692808
38,2024-06-04,17,13.875481769080817
38,2024-06-04,18,1.4985322556934584
38,2024-06-04,19,0.5420591592850017
38,2024-06-04,20,0.0
38,2024-06-04,21,0.0
38,2024-06-05,6,63.30601965455775
38,2024-06-05,7,67.37075606441829
38,2024-06-05,8,72.64033946349923
38,2024-06-05,9,63.572484972519916
38,2024-06-05,10,297.36060632910767
38,2024-06-05,11,230.9955310841359
38,2024-06-05,12,56.89332880342492
38,2024-06-05,13,141.88935197208016
38,2024-06-05,14,100.04117646989188
38,2024-06-05,15,116.18674287010086
38,2024-06-05,16,111.2232466373656
38,2024-06-05,17,47.02328542877744
38,2024-06-05,18,7.1259135199239285
38,2024-06-05,19,2.2995841332764764
38,2024-06-05,20,0.0
38,2024-06-05,21,0.0
38,2024-06-06,6,303.5954638703506
38,2024-06-06,7,353.1872643327269
38,2024-06-06,8,367.6166929762345
38,2024-06-06,9,371.9321064975621
38,2024-06-06,10,369.02299567938326
38,2024-06-06,11,373.8006478852045
38,2024-06-06,12,337.73421907292754
38,2024-06-06,13,299.3489182024031
38,2024-06-06,14,247.71270020414144
38,2024-06-06,15,182.2697904732777
38,2024-06-06,16,117.7221637451987
38,2024-06-06,17,45.668784935076886
38,2024-06-06,18,6.817107754887031
38,2024-06-06,19,2.2978815969023185
38,2024-06-06,20,0.0
38,2024-06-06,21,0.0
38,2024-06-07,6,213.24607822965893
38,2024-06-07,7,247.85520971613613
38,2024-06-07,8,270.38450344673925
38,2024-06-07,9,238.6757093964381
38,2024-06-07,10,217.33674520987745
38,2024-06-07,11,224.7266237758539
38,2024-06-07,12,92.42274459704369
38,2024-06-07,13,171.24680547593164
38,2024-06-07,14,151.26163265912066
38,2024-06-07,15,99.6908678906365
38,2024-06-07,16,101.6076586043993
38,2024-06-07,17,40.07395585135506
38,2024-06-07,18,6.148063998506851
38,2024-06-07,19,0.3396505694442891
38,2024-06-07,20,0.0
38,2024-06-07,21,0.0
38,2024-06-08,6,59.949476681427015
38,2024-06-08,7,50.703647030910076
38,2024-06-08,8,92.64815632168427
38,2024-06-08,9,143.6926415289147
38,2024-06-08,10,367.5291867733698
38,2024-06-08,11,322.75572243100345
38,2024-06-08,12,282.96599691896995
38,2024-06-08,13,205.05905285299758
