angle,azimuth,date,hour,power
40,240,2024-03-24,14,31.827921592704286
40,240,2024-03-24,15,75.6668028944122
40,240,2024-03-24,16,116.18020849979445
40,240,2024-03-24,17,67.10560843712275
40,240,2024-03-24,18,0.0
40,240,2024-03-24,19,0.0
40,240,2024-03-24,20,
40,240,2024-03-24,21,
40,240,2024-03-25,6,
40,240,2024-03-25,7,7.381048074580511
40,240,2024-03-25,8,7.577060180715961
40,240,2024-03-25,9,22.206538628179263
40,240,2024-03-25,10,42.59654876445259
40,240,2024-03-25,11,88.66899911838071
40,240,2024-03-25,12,109.35271678417115
40,240,2024-03-25,13,183.3210960655348
40,240,2024-03-25,14,154.48086362395082
40,240,2024-03-25,15,88.4957683162372
40,240,2024-03-25,16,38.84065677458501
40,240,2024-03-25,17,18.57701089409983
40,240,2024-03-25,18,0.0
40,240,2024-03-25,19,0.0
40,240,2024-03-25,20,
40,240,2024-03-25,21,
40,240,2024-03-26,6,
40,240,2024-03-26,7,11.67403282311783
40,240,2024-03-26,8,8.978048005452589
40,240,2024-03-26,9,25.321808285290743
40,240,2024-03-26,10,37.29414363177018
40,240,2024-03-26,11,87.87051328062856
40,240,2024-03-26,12,143.12040970640447
40,240,2024-03-26,13,64.91041926146558
40,240,2024-03-26,14,111.51607270686911
40,240,2024-03-26,15,52.44158091159652
40,240,2024-03-26,16,65.24047499446665
40,240,2024-03-26,17,35.335278522912326
40,240,2024-03-26,18,0.0
40,240,2024-03-26,19,0.0
40,240,2024-03-26,20,
40,240,2024-03-26,21,
40,240,2024-03-27,6,
40,240,2024-03-27,7,5.909498855009542
40,240,2024-03-27,8,13.04445624959645
40,240,2024-03-27,9,9.24369343575874
40,240,2024-03-27,10,53.143802972687354
40,240,2024-03-27,11,84.11915854817134
40,240,2024-03-27,12,151.05687271387407
40,240,2024-03-27,13,32.25515073757731
40,240,2024-03-27,14,27.249790475741253
40,240,2024-03-27,15,182.1728851400246
40,240,2024-03-27,16,22.272884719220297
40,240,2024-03-27,17,116.12308248693621
40,240,2024-03-27,18,0.0
40,240,2024-03-27,19,0.0
40,240,2024-03-27,20,
40,240,2024-03-27,21,
40,240,2024-03-28,6,
40,240,2024-03-28,7,11.43293959700295
40,240,2024-03-28,8,17.79476373649241
40,240,2024-03-28,9,18.9717549654702
40,240,2024-03-28,10,16.046610975857067
40,240,2024-03-28,11,82.8536042505442
40,240,2024-03-28,12,29.786639688012084
40,240,2024-03-28,13,248.2287226929776
40,240,2024-03-28,14,126.11413468115227
40,240,2024-03-28,15,178.24068931791376
40,240,2024-03-28,16,112.21413363312757
40,240,2024-03-28,17,53.52012318789116
40,240,2024-03-28,18,0.0
40,240,2024-03-28,19,0.0
40,240,2024-03-28,20,
40,240,2024-03-28,21,
40,240,2024-03-29,6,
40,240,2024-03-29,7,9.569588452435534
40,240,2024-03-29,8,16.835834527741664
40,240,2024-03-29,9,24.422705475923557
40,240,2024-03-29,10,50.98062787324426
40,240,2024-03-29,11,40.17126572092303
40,240,2024-03-29,12,44.83227009184029
40,240,2024-03-29,13,38.634192314606466
40,240,2024-03-29,14,87.53014964105357
40,240,2024-03-29,15,87.03694119155476
40,240,2024-03-29,16,0.0
40,240,2024-03-29,17,45.52272365149802
40,240,2024-03-29,18,0.0
40,240,2024-03-29,19,0.0
40,240,2024-03-29,20,
40,240,2024-03-29,21,
40,240,2024-03-30,6,
40,240,2024-03-30,7,9.530519320201075
40,240,2024-03-30,8,9.263170918914216
40,240,2024-03-30,9,20.6593450611022
40,240,2024-03-30,10,20.013979948051833
40,240,2024-03-30,11,42.53602704575455
40,240,2024-03-30,12,74.00640920405199
40,240,2024-03-30,13,89.00890208041184
40,240,2024-03-30,14,71.99409081928432
40,240,2024-03-30,15,44.85491381657057
40,240,2024-03-30,16,31.988270766557985
40,240,2024-03-30,17,28.912470312190923
40,240,2024-03-30,18,0.0
40,240,2024-03-30,19,0.0
40,240,2024-03-30,20,
40,240,2024-03-30,21,
40,240,2024-03-31,6,
40,240,2024-03-31,7,
40,240,2024-03-31,8,21.72386373547441
40,240,2024-03-31,9,17.10272161489301
40,240,2024-03-31,10,12.973736338746468
40,240,2024-03-31,11,38.768182567421476
40,240,2024-03-31,12,100.05265874076186
40,240,2024-03-31,13,47.62411017075864
40,240,2024-03-31,14,70.76388483335691
40,240,2024-03-31,15,36.365916837560796
40,240,2024-03-31,16,84.10995126642429
40,240,2024-03-31,17,141.2627864420255
40,240,2024-03-31,18,0.0
40,240,2024-03-31,19,0.0
40,240,2024-03-31,20,0.0
40,240,2024-03-31,21,
40,240,2024-04-01,6,
40,240,2024-04-01,7,
40,240,2024-04-01,8,10.701152069871592
40,240,2024-04-01,9,7.700326725167268
40,240,2024-04-01,10,28.347629934934282
40,240,2024-04-01,11,59.444504063115374
40,240,2024-04-01,12,50.66256909894555
40,240,2024-04-01,13,38.22349337540957
40,240,2024-04-01,14,54.102199222622886
40,240,2024-04-01,15,19.278194341537432
40,240,2024-04-01,16,37.25261067647989
40,240,2024-04-01,17,17.14937172519499
40,240,2024-04-01,18,0.0
40,240,2024-04-01,19,0.0
40,240,2024-04-01,20,0.0
40,240,2024-04-01,21,
40,240,2024-04-02,6,
40,240,2024-04-02,7,
40,240,2024-04-02,8,23.42882677731994
40,240,2024-04-02,9,18.35094398237002
40,240,2024-04-02,10,17.55519436710661
40,240,2024-04-02,11,61.8299675918811
40,240,2024-04-02,12,116.3019559721706
40,240,2024-04-02,13,157.70171828586263
40,240,2024-04-02,14,201.5664577065657
40,240,2024-04-02,15,231.23265713483931
40,240,2024-04-02,16,204.6530283278144
40,240,2024-04-02,17,136.91982620654093
40,240,2024-04-02,18,0.0
40,240,2024-04-02,19,0.0
40,240,2024-04-02,20,0.0
40,240,2024-04-02,21,
40,240,2024-04-03,6,
40,240,2024-04-03,7,
40,240,2024-04-03,8,13.657190894762298
40,240,2024-04-03,9,14.09456454355896
40,240,2024-04-03,10,15.066037044374935
40,240,2024-04-03,11,19.900892749568637
40,240,2024-04-03,12,49.34425009341386
40,240,2024-04-03,13,127.21669142268247
40,240,2024-04-03,14,239.59615908263962
40,240,2024-04-03,15,234.66313110819746
40,240,2024-04-03,16,203.9142104649286
40,240,2024-04-03,17,139.27428707077925
40,240,2024-04-03,18,0.0
40,240,2024-04-03,19,0.0
40,240,2024-04-03,20,0.0
40,240,2024-04-03,21,
40,240,2024-04-04,6,
40,240,2024-04-04,7,
40,240,2024-04-04,8,23.669672957932136
40,240,2024-04-04,9,19.086642050364823
40,240,2024-04-04,10,18.379093310705144
40,240,2024-04-04,11,71.02909398803031
40,240,2024-04-04,12,134.83799766304261
40,240,2024-04-04,13,170.10992658344628
40,240,2024-04-04,14,171.7346513938055
40,240,2024-04-04,15,117.63443467245239
40,240,2024-04-04,16,186.58529325661974
40,240,2024-04-04,17,98.45188749931665
40,240,2024-04-04,18,0.0
40,240,2024-04-04,19,0.0
40,240,2024-04-04,20,0.0
40,240,2024-04-04,21,
40,240,2024-04-05,6,
40,240,2024-04-05,7,
40,240,2024-04-05,8,8.920634294028229
40,240,2024-04-05,9,23.14593601610359
40,240,2024-04-05,10,30.82511508216944
40,240,2024-04-05,11,66.36710849310029
40,240,2024-04-05,12,107.84281547263254
40,240,2024-04-05,13,117.96976843121898
40,240,2024-04-05,14,138.9576321693867
40,240,2024-04-05,15,128.85966438382732
40,240,2024-04-05,16,49.28477257337056
40,240,2024-04-05,17,26.641683811124757
40,240,2024-04-05,18,0.0
40,240,2024-04-05,19,0.0
40,240,2024-04-05,20,0.0
40,240,2024-04-05,21,
40,240,2024-04-06,6,
40,240,2024-04-06,7,
40,240,2024-04-06,8,12.86437223569308
40,240,2024-04-06,9,16.053489680087257
40,240,2024-04-06,10,17.974717270415056
40,240,2024-04-06,11,45.98163599661697
40,240,2024-04-06,12,48.56265362712958
40,240,2024-04-06,13,75.15293864141267
40,240,2024-04-06,14,93.03140863291156
40,240,2024-04-06,15,132.28468681773705
40,240,2024-04-06,16,107.16146082363561
40,240,2024-04-06,17,81.88457391970006
40,240,2024-04-06,18,0.0
40,240,2024-04-06,19,0.0
40,240,2024-04-06,20,0.0
40,240,2024-04-06,21,
40,240,2024-04-07,6,
40,240,2024-04-07,7,
40,240,2024-04-07,8,26.927108946960075
40,240,2024-04-07,9,27.891239104165436
40,240,2024-04-07,10,28.44079145915264
40,240,2024-04-07,11,26.540428765652678
40,240,2024-04-07,12,31.332066953775165
40,240,2024-04-07,13,39.15324242660152
40,240,2024-04-07,14,66.33190116608878
40,240,2024-04-07,15,102.60355687407557
40,240,2024-04-07,16,86.61564931410857
40,240,2024-04-07,17,54.80848032094645
40,240,2024-04-07,18,0.0
40,240,2024-04-07,19,0.0
40,240,2024-04-07,20,0.0
40,240,2024-04-07,21,
40,240,2024-04-08,6,
40,240,2024-04-08,7,
40,240,2024-04-08,8,29.752323790921622
40,240,2024-04-08,9,27.503909080510567
40,240,2024-04-08,10,28.027933868285626
40,240,2024-04-08,11,84.05898498563037
40,240,2024-04-08,12,151.96896070654037
40,240,2024-04-08,13,213.49617371042473
40,240,2024-04-08,14,258.74366537642425
40,240,2024-04-08,15,248.3614822324535
40,240,2024-04-08,16,210.2651250743387
40,240,2024-04-08,17,126.33305880125553
40,240,2024-04-08,18,0.0
40,240,2024-04-08,19,0.0
40,240,2024-04-08,20,0.0
40,240,2024-04-08,21,
40,240,2024-04-09,6,
40,240,2024-04-09,7,
40,240,2024-04-09,8,16.96932610606346
40,240,2024-04-09,9,14.559936930795047
40,240,2024-04-09,10,14.83031004417423
40,240,2024-04-09,11,84.7322005778473
40,240,2024-04-09,12,153.04442032735338
40,240,2024-04-09,13,207.1094329553999
40,240,2024-04-09,14,262.2665387856781
40,240,2024-04-09,15,257.4348942848244
40,240,2024-04-09,16,224.38895070204896
40,240,2024-04-09,17,151.0494012838137
40,240,2024-04-09,18,1.2058072555390325
40,240,2024-04-09,19,0.0
40,240,2024-04-09,20,0.0
40,240,2024-04-09,21,
40,240,2024-04-10,6,
40,240,2024-04-10,7,10.686971059890563
40,240,2024-04-10,8,17.07434585563547
40,240,2024-04-10,9,13.797365323672581
40,240,2024-04-10,10,10.292719997915013
40,240,2024-04-10,11,43.90282434326224
40,240,2024-04-10,12,82.54545167868362
40,240,2024-04-10,13,92.5533687736797
40,240,2024-04-10,14,96.73453429229286
40,240,2024-04-10,15,127.54713625158055
40,240,2024-04-10,16,110.15165213127057
40,240,2024-04-10,17,135.7315067412102
40,240,2024-04-10,18,1.7567981020146577
40,240,2024-04-10,19,0.0
40,240,2024-04-10,20,0.0
40,240,2024-04-10,21,
40,240,2024-04-11,6,
40,240,2024-04-11,7,21.283547435329165
40,240,2024-04-11,8,24.576207601377387
40,240,2024-04-11,9,25.247443663308047
40,240,2024-04-11,10,25.102575352897887
40,240,2024-04-11,11,51.08251536263669
40,240,2024-04-11,12,101.89596130730493
40,240,2024-04-11,13,18.40994188529322
40,240,2024-04-11,14,131.72899032393605
40,240,2024-04-11,15,110.573428418751
40,240,2024-04-11,16,134.79912181294347
40,240,2024-04-11,17,108.6387566526025
40,240,2024-04-11,18,2.291518560336483
40,240,2024-04-11,19,0.0
40,240,2024-04-11,20,0.0
40,240,2024-04-11,21,
40,240,2024-04-12,6,
40,240,2024-04-12,7,50.111894012479326
40,240,2024-04-12,8,21.88353042126831
40,240,2024-04-12,9,26.78724545247549
40,240,2024-04-12,10,32.03334283189712
40,240,2024-04-12,11,46.61919913878613
40,240,2024-04-12,12,61.52800741072315
40,240,2024-04-12,13,75.61871237828906
40,240,2024-04-12,14,89.21908808354428
40,240,2024-04-12,15,72.26624060424737
40,240,2024-04-12,16,38.051484465705244
40,240,2024-04-12,17,23.10540919324307
40,240,2024-04-12,18,1.1507493196229412
40,240,2024-04-12,19,0.0
40,240,2024-04-12,20,0.0
40,240,2024-04-12,21,
40,240,2024-04-13,6,
40,240,2024-04-13,7,30.263075365346623
40,240,2024-04-13,8,17.499437655696767
40,240,2024-04-13,9,24.273838572819756
40,240,2024-04-13,10,30.95236697560812
40,240,2024-04-13,11,71.04779678838693
40,240,2024-04-13,12,86.515579331243
40,240,2024-04-13,13,142.64531423280215
40,240,2024-04-13,14,210.05448442626198
40,240,2024-04-13,15,216.93228594816247
40,240,2024-04-13,16,214.05571222874124
40,240,2024-04-13,17,170.48364448134058
40,240,2024-04-13,18,8.5285687561976
40,240,2024-04-13,19,0.0
40,240,2024-04-13,20,0.0
40,240,2024-04-13,21,
40,240,2024-04-14,6,
40,240,2024-04-14,7,19.624269940552438
40,240,2024-04-14,8,21.77487396499366
40,240,2024-04-14,9,22.788696232278774
40,240,2024-04-14,10,21.85699028273031
40,240,2024-04-14,11,12.336773440690465
40,240,2024-04-14,12,25.059572329404258
40,240,2024-04-14,13,53.28930399581857
40,240,2024-04-14,14,48.669768575745024
40,240,2024-04-14,15,119.63639674651996
40,240,2024-04-14,16,82.00242990083244
40,240,2024-04-14,17,52.97745771845097
40,240,2024-04-14,18,28.526706826775644
40,240,2024-04-14,19,0.0
40,240,2024-04-14,20,0.0
40,240,2024-04-14,21,
40,240,2024-04-15,6,
40,240,2024-04-15,7,10.178059259619893
40,240,2024-04-15,8,13.127404326202857
40,240,2024-04-15,9,23.865563305386992
40,240,2024-04-15,10,10.856144686015165
40,240,2024-04-15,11,28.125758052707152
40,240,2024-04-15,12,79.56874660552438
40,240,2024-04-15,13,76.65270729288845
40,240,2024-04-15,14,42.11942908599563
40,240,2024-04-15,15,107.81536909595033
40,240,2024-04-15,16,86.14306990481708
40,240,2024-04-15,17,139.53377154939676
40,240,2024-04-15,18,14.442313009312132
40,240,2024-04-15,19,0.0
40,240,2024-04-15,20,0.0
40,240,2024-04-15,21,
40,240,2024-04-16,6,
40,240,2024-04-16,7,23.061559209438485
40,240,2024-04-16,8,21.259454216943244
40,240,2024-04-16,9,26.48162564425104
40,240,2024-04-16,10,35.07310117015108
40,240,2024-04-16,11,58.64305741887319
40,240,2024-04-16,12,111.55195155631544
40,240,2024-04-16,13,131.0953133892839
40,240,2024-04-16,14,107.3436318117499
40,240,2024-04-16,15,109.39687491070221
40,240,2024-04-16,16,91.10867035161199
40,240,2024-04-16,17,19.328179164517756
40,240,2024-04-16,18,1.1436236567046696
40,240,2024-04-16,19,0.0
40,240,2024-04-16,20,0.0
40,240,2024-04-16,21,
40,240,2024-04-17,6,
40,240,2024-04-17,7,18.22958568903784
40,240,2024-04-17,8,23.30368773412234
40,240,2024-04-17,9,25.574944952028027
40,240,2024-04-17,10,30.40362962833682
40,240,2024-04-17,11,70.41937828184015
40,240,2024-04-17,12,138.29196875248743
40,240,2024-04-17,13,155.87342596570352
40,240,2024-04-17,14,221.2127249997721
40,240,2024-04-17,15,218.84867839613622
40,240,2024-04-17,16,187.61034889521233
40,240,2024-04-17,17,82.66766728471396
40,240,2024-04-17,18,54.21698877720328
40,240,2024-04-17,19,0.0
40,240,2024-04-17,20,0.0
40,240,2024-04-17,21,
40,240,2024-04-18,6,
40,240,2024-04-18,7,28.69459298409498
40,240,2024-04-18,8,22.02646603650455
40,240,2024-04-18,9,23.28647652821379
40,240,2024-04-18,10,36.947172377026874
40,240,2024-04-18,11,54.913061796214116
40,240,2024-04-18,12,76.07817734354627
40,240,2024-04-18,13,173.81598965024992
40,240,2024-04-18,14,221.38829498499553
40,240,2024-04-18,15,119.13963931838705
40,240,2024-04-18,16,260.8315375711538
40,240,2024-04-18,17,200.2693876583331
40,240,2024-04-18,18,21.752080393200277
40,240,2024-04-18,19,0.0
40,240,2024-04-18,20,0.0
40,240,2024-04-18,21,
40,240,2024-04-19,6,
40,240,2024-04-19,7,25.643810831379746
40,240,2024-04-19,8,14.76414896932091
40,240,2024-04-19,9,13.515965157960515
40,240,2024-04-19,10,30.020951962120225
40,240,2024-04-19,11,65.46619105972806
40,240,2024-04-19,12,106.84040335800003
40,240,2024-04-19,13,102.7166961017578
40,240,2024-04-19,14,174.03070319015018
40,240,2024-04-19,15,156.71286100241923
40,240,2024-04-19,16,123.97742316912613
40,240,2024-04-19,17,195.83445513519754
40,240,2024-04-19,18,43.77889356899667
40,240,2024-04-19,19,0.0
40,240,2024-04-19,20,0.0
40,240,2024-04-19,21,
40,240,2024-04-20,6,
40,240,2024-04-20,7,34.14085521333841
40,240,2024-04-20,8,20.503345605540687
40,240,2024-04-20,9,18.826101408361595
40,240,2024-04-20,10,25.126232916482223
40,240,2024-04-20,11,96.13421793944613
40,240,2024-04-20,12,163.05380260804722
40,240,2024-04-20,13,218.82007778229243
40,240,2024-04-20,14,271.4272099794685
40,240,2024-04-20,15,275.52870099409967
40,240,2024-04-20,16,244.8252430846303
40,240,2024-04-20,17,190.0324294967073
40,240,2024-04-20,18,45.26880978704329
40,240,2024-04-20,19,0.0
40,240,2024-04-20,20,0.0
40,240,2024-04-20,21,
40,240,2024-04-21,6,
40,240,2024-04-21,7,18.748202881911922
40,240,2024-04-21,8,21.258497655896257
40,240,2024-04-21,9,29.42682283736204
40,240,2024-04-21,10,37.31205999793944
40,240,2024-04-21,11,22.112636198727806
40,240,2024-04-21,12,40.02864274655692
40,240,2024-04-21,13,38.81843130303511
40,240,2024-04-21,14,32.99985370426961
40,240,2024-04-21,15,49.403242410484054
40,240,2024-04-21,16,46.15487194064778
40,240,2024-04-21,17,26.266762317420543
40,240,2024-04-21,18,5.065093996629445
40,240,2024-04-21,19,0.0
40,240,2024-04-21,20,0.0
40,240,2024-04-21,21,
40,240,2024-04-22,6,
40,240,2024-04-22,7,15.677264557691759
40,240,2024-04-22,8,21.54055712246189
40,240,2024-04-22,9,18.938192241715722
40,240,2024-04-22,10,25.023991386491392
40,240,2024-04-22,11,40.72903351367305
40,240,2024-04-22,12,93.74604406278169
40,240,2024-04-22,13,155.49029627418972
40,240,2024-04-22,14,145.5967081478575
40,240,2024-04-22,15,119.17046636499902
40,240,2024-04-22,16,107.34065275483869
40,240,2024-04-22,17,40.370075298171386
40,240,2024-04-22,18,17.64164581621539
40,240,2024-04-22,19,0.0
40,240,2024-04-22,20,0.0
40,240,2024-04-22,21,
40,240,2024-04-23,6,
40,240,2024-04-23,7,19.946218949248763
40,240,2024-04-23,8,13.48897264576488
40,240,2024-04-23,9,30.448436517676875
40,240,2024-04-23,10,26.73314518867035
40,240,2024-04-23,11,92.96437109670482
40,240,2024-04-23,12,27.729019842458186
40,240,2024-04-23,13,95.52456344001726
40,240,2024-04-23,14,145.99286839572486
40,240,2024-04-23,15,61.67811889417225
40,240,2024-04-23,16,47.57154284976235
40,240,2024-04-23,17,74.96749466959918
40,240,2024-04-23,18,39.54075690774249
40,240,2024-04-23,19,0.0
40,240,2024-04-23,20,0.0
40,240,2024-04-23,21,
40,240,2024-04-24,6,
40,240,2024-04-24,7,22.04945388961291
40,240,2024-04-24,8,25.27211395942848
40,240,2024-04-24,9,27.97556428390147
40,240,2024-04-24,10,39.24758323754805
40,240,2024-04-24,11,79.33192153551087
40,240,2024-04-24,12,127.79190806942793
40,240,2024-04-24,13,147.74352856022384
40,240,2024-04-24,14,110.87380545713182
40,240,2024-04-24,15,26.823917927252552
40,240,2024-04-24,16,25.11768287724416
40,240,2024-04-24,17,17.932063263694523
40,240,2024-04-24,18,9.315340446813599
40,240,2024-04-24,19,0.0
40,240,2024-04-24,20,0.0
40,240,2024-04-24,21,
40,240,2024-04-25,6,
40,240,2024-04-25,7,19.301603990389015
40,240,2024-04-25,8,20.129571024416066
40,240,2024-04-25,9,16.978703002752134
40,240,2024-04-25,10,24.751798634531873
40,240,2024-04-25,11,39.04029257236487
40,240,2024-04-25,12,0.0
40,240,2024-04-25,13,0.0
40,240,2024-04-25,14,237.41961557447053
40,240,2024-04-25,15,250.60099016149871
40,240,2024-04-25,16,150.5628208554299
40,240,2024-04-25,17,93.75217057964976
40,240,2024-04-25,18,33.77780120688951
40,240,2024-04-25,19,0.0
40,240,2024-04-25,20,0.0
40,240,2024-04-25,21,
40,240,2024-04-26,6,
40,240,2024-04-26,7,29.123252578404593
